Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,416",Dyuymovochka,"$177,985",-,-,"$177,985",100%
"1,417",Mrs. Ratcliffe's Revolution,"$177,712",-,-,"$177,712",100%
"1,418",An Unreasonable Man,"$176,647","$176,647",100%,-,-
"1,419",Aggar: Passion Betrayal Terror,"$175,338",-,-,"$175,338",100%
"1,420",Foster Child,"$175,068",-,-,"$175,068",100%
"1,421",The Big White 2007 Re-release,"$174,599",-,-,"$174,599",100%
"1,422",Doctor Omar's Gang,"$173,636",-,-,"$173,636",100%
"1,423",Goud,"$172,529",-,-,"$172,529",100%
"1,424",Hollywood Dreams,"$171,255","$171,255",100%,-,-
"1,425",Entre caníbales,"$170,014",-,-,"$170,014",100%
"1,426",Darling,"$169,627",-,-,"$169,627",100%
"1,427",The Light 2007 Re-release,"$169,272",-,-,"$169,272",100%
"1,428",Shotgun Stories,"$168,237","$46,026",27.4%,"$122,211",72.6%
"1,429",Holly,"$166,620","$166,620",100%,-,-
"1,430",Forbidden to Forbid,"$166,288",-,-,"$166,288",100%
"1,431",La strada di Levi,"$165,869","$22,026",13.3%,"$143,843",86.7%
"1,432",Sounds of Sand,"$165,771",-,-,"$165,771",100%
"1,433",Games of Love and Chance 2007 Re-release,"$164,938",-,-,"$164,938",100%
"1,434",The Devil Dared Me To,"$164,569",-,-,"$164,569",100%
"1,435",Shiberia chôtokkyû 5,"$163,880",-,-,"$163,880",100%
"1,436",Max Minsky and Me,"$163,086",-,-,"$163,086",100%
"1,437",The Red Elvis,"$163,057",-,-,"$163,057",100%
"1,438",Vanaja,"$161,590","$161,590",100%,-,-
"1,439",Dutti der Riese,"$161,146",-,-,"$161,146",100%
"1,440",The Pye-Dog,"$160,160",-,-,"$160,160",100%
"1,441",The Fine Art of Love: Mine Ha-Ha 2007 Re-release,"$159,578",-,-,"$159,578",100%
"1,442",Quiéreme,"$159,469",-,-,"$159,469",100%
"1,443",Fierro,"$158,604",-,-,"$158,604",100%
"1,444",La seconda notte di nozze 2007 Re-release,"$158,537",-,-,"$158,537",100%
"1,445",Pine Boy,"$158,332",-,-,"$158,332",100%
"1,446",Fall Down Dead,"$157,401",-,-,"$157,401",100%
"1,447",Eden Log,"$157,350",-,-,"$157,350",100%
"1,448",As the Shadow,"$157,340",-,-,"$157,340",100%
"1,449",Tryptyk rzymski,"$156,713",-,-,"$156,713",100%
"1,450",Hata Göteborg,"$156,051",-,-,"$156,051",100%
"1,451",Showbiz,"$155,955",-,-,"$155,955",100%
"1,452",Defenders of Riga,"$155,412",-,-,"$155,412",100%
"1,453",Seed,"$155,362",-,-,"$155,362",100%
"1,454",Relative Strangers,"$155,340",-,-,"$155,340",100%
"1,455",Gruesome School Trip 2007 Re-release,"$154,987",-,-,"$154,987",100%
"1,456",The Exterminating Angels,"$154,210","$23,308",15.1%,"$130,902",84.9%
"1,457",Video Kings,"$154,186",-,-,"$154,186",100%
"1,458",Stage Beauty 2007 Re-release,"$154,022",-,-,"$154,022",100%
"1,459",On the Count of Zero,"$153,801",-,-,"$153,801",100%
"1,460",ShowBusiness: The Road to Broadway,"$151,792","$151,792",100%,-,-
"1,461",Carmen 2007 Re-release,"$150,731",-,-,"$150,731",100%
"1,462",Echoes of Home,"$150,510",-,-,"$150,510",100%
"1,463",My Brother,"$150,487","$65,797",43.7%,"$84,690",56.3%
"1,464",French for Beginners 2007 Re-release,"$150,000",-,-,"$150,000",100%
"1,465",Becket,"$149,327","$149,327",100%,-,-
"1,466",Barrio Cuba,"$148,500",-,-,"$148,500",100%
"1,467",El coronel Macià,"$147,175",-,-,"$147,175",100%
"1,468",Postal,"$146,741",-,-,"$146,741",100%
"1,469",Jagdhunde,"$146,698",-,-,"$146,698",100%
"1,470",Taking Liberties,"$146,401",-,-,"$146,401",100%
"1,471",My Son,"$145,228",-,-,"$145,228",100%
"1,472","Pulentos, la película","$145,009",-,-,"$145,009",100%
"1,473","Chaos, This Is","$144,357",-,-,"$144,357",100%
"1,474",Nanhe Jaisalmer: A Dream Come True,"$144,306",-,-,"$144,306",100%
"1,475",Yatra,"$143,947",-,-,"$143,947",100%
"1,476",Lupin the Third: Castle of Cagliostro,"$143,398",-,-,"$143,398",100%
"1,477",Summer Palace,"$143,027","$63,045",44.1%,"$79,982",55.9%
"1,478",Ants in the Pants 2007 Re-release,"$142,246",-,-,"$142,246",100%
"1,479",Le ferie di Licu,"$142,015",-,-,"$142,015",100%
"1,480",Manorama: Six Feet Under,"$141,551",-,-,"$141,551",100%
"1,481",Baptism of Blood,"$141,418",-,-,"$141,418",100%
"1,482",Man to Man 2007 Re-release,"$139,971",-,-,"$139,971",100%
"1,483",To Walk Again,"$139,692",-,-,"$139,692",100%
"1,484",Hantu Jeruk Purut,"$139,123",-,-,"$139,123",100%
"1,485",The Salon,"$139,084","$139,084",100%,-,-
"1,486",Midsummer Madness,"$138,985",-,-,"$138,985",100%
"1,487",The List,"$138,814","$138,814",100%,-,-
"1,488",Love Is Not All Around 2007 Re-release,"$138,682",-,-,"$138,682",100%
"1,489",Angels,"$138,431",-,-,"$138,431",100%
"1,490",Hotel Tívoli,"$138,120",-,-,"$138,120",100%
"1,491",War Dance,"$137,977","$115,210",83.5%,"$22,767",16.5%
"1,492",The Hottest State,"$137,341","$31,216",22.7%,"$106,125",77.3%
"1,493",Mutum,"$136,439",-,-,"$136,439",100%
"1,494",Fuerte Apache,"$135,336",-,-,"$135,336",100%
"1,495",42plus,"$135,216",-,-,"$135,216",100%
"1,496",The Big Sellout,"$134,706",-,-,"$134,706",100%
"1,497",SHAN: The Ancient Heart of Natural People,"$134,706",-,-,"$134,706",100%
"1,498",Los Olvidados,"$134,613",-,-,"$134,613",100%
"1,499",The Devil Came on Horseback,"$134,495","$132,782",98.7%,"$1,713",1.3%
"1,500",Über Wasser: Menschen und gelbe Kanister,"$134,325",-,-,"$134,325",100%
"1,501",Regarde-moi,"$132,889",-,-,"$132,889",100%
"1,502",Harry Potter and the Order of the Phoenix 2018 Re-release,"$132,522","$132,522",100%,-,-
"1,503",Justified Betrayal,"$132,510",-,-,"$132,510",100%
"1,504",A Little Trip to Heaven,"$132,050",-,-,"$132,050",100%
"1,505",The Mystery of Sintra,"$131,992",-,-,"$131,992",100%
"1,506",Janjan,"$131,076",-,-,"$131,076",100%
"1,507",The Chanting 2,"$130,898",-,-,"$130,898",100%
"1,508",The Nines,"$130,880","$63,165",48.3%,"$67,715",51.7%
"1,509",Valley of Flowers,"$130,742",-,-,"$130,742",100%
"1,510",The Earrings of Madame De...,"$130,561","$130,561",100%,-,-
"1,511",Someone Beside You,"$130,514",-,-,"$130,514",100%
"1,512",Oag Sam Sok Song Kam Pan,"$130,212",-,-,"$130,212",100%
"1,513",The Last Look,"$130,124",-,-,"$130,124",100%
"1,514",24 Bars,"$130,016",-,-,"$130,016",100%
"1,515",Cão Sem Dono,"$130,001",-,-,"$130,001",100%
"1,516",Haru Biru,"$129,869",-,-,"$129,869",100%
"1,517",Espinas,"$129,625",-,-,"$129,625",100%
"1,518",The Wendell Baker Story 2007 Re-release,"$127,414","$127,414",100%,-,-
"1,519",O.F.N.I.,"$126,829",-,-,"$126,829",100%
"1,520",L'uomo di vetro,"$126,340",-,-,"$126,340",100%
"1,521",Mary 2007 Re-release,"$125,942",-,-,"$125,942",100%
"1,522",Kings,"$125,154",-,-,"$125,154",100%
"1,523",Manda Bala (Send a Bullet),"$125,025","$122,905",98.3%,"$2,120",1.7%
"1,524",Indi,"$124,428",-,-,"$124,428",100%
"1,525",Tehilim,"$124,410",-,-,"$124,410",100%
"1,526",The Backwoods,"$123,913",-,-,"$123,913",100%
"1,527",Maruthamalai,"$123,609",-,-,"$123,609",100%
"1,528",Before I Forget,"$122,071","$27,611",22.6%,"$94,460",77.4%
"1,529",David & Layla,"$120,750","$120,750",100%,-,-
"1,530",Lagerfeld Confidential,"$120,643","$67,500",56%,"$53,143",44%
"1,531",We're Here to Help,"$120,464",-,-,"$120,464",100%
"1,532",Half Breakdown,"$120,155",-,-,"$120,155",100%
"1,533",Jimmy Carter Man from Plains,"$119,263","$108,807",91.2%,"$10,456",8.8%
"1,534",La France,"$119,188",-,-,"$119,188",100%
"1,535",Mummies...,"$118,676",-,-,"$118,676",100%
"1,536",Boo,"$118,357",-,-,"$118,357",100%
"1,537",Anka kusu,"$117,776",-,-,"$117,776",100%
"1,538",Traces of Love 2007 Re-release,"$117,442",-,-,"$117,442",100%
"1,539",Sweet Mud,"$115,391",-,-,"$115,391",100%
"1,540",Made in Jamaica,"$115,307",-,-,"$115,307",100%
"1,541",El cobrador: In God We Trust,"$114,868",-,-,"$114,868",100%
"1,542",The Aerial,"$114,649",-,-,"$114,649",100%
"1,543",Dennis P.,"$114,577",-,-,"$114,577",100%
"1,544",Ginostra 2007 Re-release,"$114,333",-,-,"$114,333",100%
"1,545",Eréndira la indomable,"$114,169",-,-,"$114,169",100%
"1,546",We Shall Overcome,"$113,792",-,-,"$113,792",100%
"1,547",Exte: Hair Extensions,"$113,701",-,-,"$113,701",100%
"1,548",7 km da Gerusalemme,"$113,486",-,-,"$113,486",100%
"1,549",Darfur Now,"$113,398","$109,107",96.2%,"$4,291",3.8%
"1,550",Suburban Girl,"$112,533",-,-,"$112,533",100%
"1,551",Even Money,"$111,974","$64,458",57.6%,"$47,516",42.4%
"1,552",Arranged,"$111,731","$23,571",21.1%,"$88,160",78.9%
"1,553",Cruelty,"$111,544",-,-,"$111,544",100%
"1,554",Eduart,"$110,900",-,-,"$110,900",100%
"1,555",Puccini for Beginners,"$110,864","$89,464",80.7%,"$21,400",19.3%
"1,556",Dos abrazos,"$110,316",-,-,"$110,316",100%
"1,557",Diva,"$110,014","$110,014",100%,-,-
"1,558",Gauri: The Unborn,"$109,366",-,-,"$109,366",100%
"1,559",Los hijos de la noche,"$108,732",-,-,"$108,732",100%
"1,560",The Corsican File 2007 Re-release,"$108,709",-,-,"$108,709",100%
"1,561",Casablanca 2007 Re-release,"$108,077",-,-,"$108,077",100%
"1,562",Il rabdomante,"$108,009",-,-,"$108,009",100%
"1,563",Die Hochstapler,"$107,906",-,-,"$107,906",100%
"1,564",Death Train,"$107,822",-,-,"$107,822",100%
"1,565",L'uomo privato,"$107,328",-,-,"$107,328",100%
"1,566",Triple Dare,"$106,873",-,-,"$106,873",100%
"1,567",An Italian Romance 2007 Re-release,"$106,786",-,-,"$106,786",100%
"1,568",Kurt Cobain About a Son,"$106,724","$87,016",81.5%,"$19,708",18.5%
"1,569",The Best of Youth 2007 Re-release,"$106,720",-,-,"$106,720",100%
"1,570",A Movie of Eggs,"$106,369",-,-,"$106,369",100%
"1,571",Echo,"$106,318",-,-,"$106,318",100%
"1,572",Beneath the Rooftops of Paris,"$105,689",-,-,"$105,689",100%
"1,573",As You Like It 2007 Re-release,"$105,493",-,-,"$105,493",100%
"1,574",King Corn,"$105,422","$105,422",100%,-,-
"1,575",Tortilla Heaven,"$105,401","$105,401",100%,-,-
"1,576",Unlimited Love,"$105,396",-,-,"$105,396",100%
"1,577",Mr. Untouchable,"$104,678","$104,678",100%,-,-
"1,578",Hvordan vi slipper af med de andre,"$104,451",-,-,"$104,451",100%
"1,579",The Legend of Sundel Bolong,"$104,322",-,-,"$104,322",100%
"1,580",L'avion 2007 Re-release,"$104,243",-,-,"$104,243",100%
"1,581",One: The Movie,"$103,206",-,-,"$103,206",100%
"1,582",Islander,"$102,737","$102,737",100%,-,-
"1,583",No Control,"$102,546",-,-,"$102,546",100%
"1,584",Dugg Hole People,"$102,373",-,-,"$102,373",100%
"1,585",OrAngeLove,"$102,212",-,-,"$102,212",100%
"1,586",Return with Honor: A Missionary Homecoming,"$102,171","$102,171",100%,-,-
"1,587",Civic Duty,"$102,070","$95,953",94%,"$6,117",6%
"1,588",Québec sur ordonnance,"$101,896","$101,896",100%,-,-
"1,589",Jasne blekitne okna,"$101,272",-,-,"$101,272",100%
"1,590",Nazareno,"$101,252",-,-,"$101,252",100%
"1,591",Self Medicated,"$100,610","$100,610",100%,-,-
"1,592",The Adventures of Prince Achmed,"$100,156",-,-,"$100,156",100%
"1,593",1957: Hati Malaya,"$99,437",-,-,"$99,437",100%
"1,594",The Red Balloon / White Mane,"$97,959","$69,139",70.6%,"$28,820",29.4%
"1,595",The Last Summer,"$97,785",-,-,"$97,785",100%
"1,596",The Last Winter,"$97,522","$33,190",34%,"$64,332",66%
"1,597",Ill Wind,"$97,306",-,-,"$97,306",100%
"1,598",Always: Sunset on Third Street 2007 Re-release,"$97,301",-,-,"$97,301",100%
"1,599",Dot.com,"$97,176",-,-,"$97,176",100%
"1,600",Eutsi!,"$97,096",-,-,"$97,096",100%
"1,601",Too Much Future,"$96,837",-,-,"$96,837",100%
"1,602",Exit No. 6,"$96,802",-,-,"$96,802",100%
"1,603",Operation Okavango,"$96,701",-,-,"$96,701",100%
"1,604",On the Ropes,"$96,687",-,-,"$96,687",100%
"1,605",The Most Distant Course,"$96,312",-,-,"$96,312",100%
"1,606",The Holy Mountain,"$95,858","$61,001",63.6%,"$34,857",36.4%
"1,607",Two Faces of My Girlfriend 2007 Re-release,"$95,772",-,-,"$95,772",100%
"1,608",Flower and Snake,"$95,697",-,-,"$95,697",100%
"1,609",A Very British Gangster,"$95,576",-,-,"$95,576",100%
"1,610",Swami,"$94,173",-,-,"$94,173",100%
"1,611",Llach: La revolta permanent,"$93,725",-,-,"$93,725",100%
"1,612",Pokiri,"$93,651",-,-,"$93,651",100%
"1,613",Gigante: Como O Inter conquistou o mundo,"$91,584",-,-,"$91,584",100%
"1,614",Aarya,"$91,389",-,-,"$91,389",100%
"1,615",Adrift in Manhattan,"$90,272","$2,099",2.3%,"$88,173",97.7%
"1,616",Dr. Plonk,"$89,509",-,-,"$89,509",100%
"1,617",Black Sun,"$88,786",-,-,"$88,786",100%
"1,618",Pete Seeger: The Power of Song,"$88,312","$88,312",100%,-,-
"1,619",Two in One,"$87,632",-,-,"$87,632",100%
"1,620",Tres de corazones,"$87,574",-,-,"$87,574",100%
"1,621",Umut adasi,"$87,309",-,-,"$87,309",100%
"1,622",All About Eve 2007 Re-release,"$86,975",-,-,"$86,975",100%
"1,623",¿De quién es el portaligas?,"$86,948",-,-,"$86,948",100%
"1,624",Whispers and Moans,"$86,463",-,-,"$86,463",100%
"1,625",Hicran sokagi,"$85,514",-,-,"$85,514",100%
"1,626",Moscow Zero,"$85,455",-,-,"$85,455",100%
"1,627",Rubljovka - Straße zur Glückseligkeit,"$85,104",-,-,"$85,104",100%
"1,628",Dracula,"$84,758",-,-,"$84,758",100%
"1,629",Boxes,"$84,387",-,-,"$84,387",100%
"1,630",Me,"$84,310",-,-,"$84,310",100%
"1,631",Hippie Masala - Für immer in Indien,"$83,697",-,-,"$83,697",100%
"1,632",He Was a Quiet Man,"$83,440","$2,431",2.9%,"$81,009",97.1%
"1,633",The Treatment,"$83,354","$83,354",100%,-,-
"1,634",Kessat Al Hay Al Shaabi,"$83,115",-,-,"$83,115",100%
"1,635",Le Doulos,"$82,772","$82,772",100%,-,-
"1,636",Withnail & I,"$82,429",-,-,"$82,429",100%
"1,637",I giorni dell'abbandono 2007 Re-release,"$81,829",-,-,"$81,829",100%
"1,638",Wir sagen Du! Schatz.,"$81,448",-,-,"$81,448",100%
"1,639",Ghosts,"$81,334",-,-,"$81,334",100%
"1,640",Chaplin: Du rire aux larmes,"$80,747",-,-,"$80,747",100%
"1,641",Papa (Father),"$80,601",-,-,"$80,601",100%
"1,642",Querô: A Damned Report,"$80,586",-,-,"$80,586",100%
"1,643",Apna Asmaan,"$80,563",-,-,"$80,563",100%
"1,644",Sweet Sweet Marja,"$79,894",-,-,"$79,894",100%
"1,645",Kudiyon Ka Hai Zamaana,"$79,874",-,-,"$79,874",100%
"1,646",Simple Things,"$79,856",-,-,"$79,856",100%
"1,647",Duska,"$79,835",-,-,"$79,835",100%
"1,648",Air Guitar Nation,"$79,770","$71,471",89.6%,"$8,299",10.4%
"1,649",Radiant City,"$78,944","$78,944",100%,-,-
"1,650",Schwesterherz,"$78,710",-,-,"$78,710",100%
"1,651",Más que un hombre,"$78,570",-,-,"$78,570",100%
"1,652",Legend of the Tang Dynasty,"$78,267",-,-,"$78,267",100%
"1,653",Mercenary,"$78,118",-,-,"$78,118",100%
"1,654",Rahtree: Flower of the Night 2007 Re-release,"$77,874",-,-,"$77,874",100%
"1,655",Goldfinger 2007 Re-release,"$77,802",-,-,"$77,802",100%
"1,656",Butterflies,"$77,608",-,-,"$77,608",100%
"1,657",The Way I Spent the End of the World 2007 Re-release,"$77,501",-,-,"$77,501",100%
"1,658",That Special Summer,"$77,410",-,-,"$77,410",100%
"1,659",Tödliche Verbindungen,"$77,384",-,-,"$77,384",100%
"1,660",Chris,"$77,229",-,-,"$77,229",100%
"1,661",The Book of Revelation,"$76,570",-,-,"$76,570",100%
"1,662",Drabet 2007 Re-release,"$76,061",-,-,"$76,061",100%
"1,663",Parents,"$75,853",-,-,"$75,853",100%
"1,664",The Great Role 2007 Re-release,"$75,819",-,-,"$75,819",100%
"1,665",Ninas resa 2007 Re-release,"$75,295",-,-,"$75,295",100%
"1,666",Tears of the Black Tiger 2007 Re-release,"$75,234","$75,234",100%,-,-
"1,667",Where Souls Go,"$74,834",-,-,"$74,834",100%
"1,668",Encarnacion,"$74,395",-,-,"$74,395",100%
"1,669",Vsyo po-chestnomu,"$74,293",-,-,"$74,293",100%
"1,670",Kayangan,"$74,045",-,-,"$74,045",100%
"1,671",Night Watch,"$73,925",-,-,"$73,925",100%
"1,672",Sugarhouse,"$73,789",-,-,"$73,789",100%
"1,673",The Sound of Music 2007 Re-release,"$73,754",-,-,"$73,754",100%
"1,674",Cumhurbaskani öteki Türkiye'de,"$73,329",-,-,"$73,329",100%
"1,675",Penny Dreadful,"$72,572",-,-,"$72,572",100%
"1,676",Iskushenie,"$72,564",-,-,"$72,564",100%
"1,677",Twists of Fate,"$72,497",-,-,"$72,497",100%
"1,678",Eye of the Dolphin,"$72,260","$72,210",99.9%,$50,<0.1%
"1,679",Nas ne dogonish,"$71,393",-,-,"$71,393",100%
"1,680",The Story of Richard O,"$71,361",-,-,"$71,361",100%
"1,681",Cages,"$71,280",-,-,"$71,280",100%
"1,682",Mayakkannadi,"$71,171",-,-,"$71,171",100%
"1,683",Taxidermia,"$71,159",-,-,"$71,159",100%
"1,684",Cuando la verdad despierta,"$71,149",-,-,"$71,149",100%
"1,685",The Dark Hour,"$71,148",-,-,"$71,148",100%
"1,686",Julgamento,"$70,994",-,-,"$70,994",100%
"1,687",Wicked Little Things,"$70,412",-,-,"$70,412",100%
"1,688",Maria Bethânia - Pedrinha de Aruanda,"$70,241",-,-,"$70,241",100%
"1,689",The Promise 2007 Re-release,"$70,231",-,-,"$70,231",100%
"1,690",The Bridge of San Luis Rey 2007 Re-release,"$70,220",-,-,"$70,220",100%
"1,691",Parattai Engira Azhagu Sundaram,"$70,069",-,-,"$70,069",100%
"1,692",Undertrial,"$70,015",-,-,"$70,015",100%
"1,693",El amor y la ciudad,"$69,951",-,-,"$69,951",100%
"1,694",Zoo,"$69,770","$69,770",100%,-,-
"1,695",Scott Walker: 30 Century Man,"$69,521",-,-,"$69,521",100%
"1,696",Shanshan de hongxin haizi de tiankong,"$69,247",-,-,"$69,247",100%
"1,697",Behind the Mask: The Rise of Leslie Vernon,"$69,136","$69,136",100%,-,-
"1,698",A Outra Margem,"$69,042",-,-,"$69,042",100%
"1,699",Whisper of the Heart,"$69,029",-,-,"$69,029",100%
"1,700",Sweet Land 2007 Re-release,"$68,606",-,-,"$68,606",100%
"1,701",Flight of Fury,"$68,529",-,-,"$68,529",100%
"1,702",Paraiso: Tatlong kwento ng pag-asa,"$68,226",-,-,"$68,226",100%
"1,703",Trigger 2007 Re-release,"$68,045",-,-,"$68,045",100%
"1,704",Nightmare Detective,"$67,578",-,-,"$67,578",100%
"1,705",Los Andes no creen en Dios,"$67,562",-,-,"$67,562",100%
"1,706",7 Years,"$67,405",-,-,"$67,405",100%
"1,707",Terowongan Casablanca,"$67,212",-,-,"$67,212",100%
"1,708",Tokyo Godfathers 2007 Re-release,"$67,207",-,-,"$67,207",100%
"1,709",The Dam Busters,"$67,099",-,-,"$67,099",100%
"1,710",Letete s Rossinant,"$66,926",-,-,"$66,926",100%
"1,711",Impossibly Yours,"$66,769",-,-,"$66,769",100%
"1,712",Diggers,"$66,517","$66,517",100%,-,-
"1,713",Mr.Lee vs Mr.Lee,"$66,423",-,-,"$66,423",100%
"1,714",Hadersfild,"$66,300",-,-,"$66,300",100%
"1,715",Encontro Con Milton Santos,"$66,171",-,-,"$66,171",100%
"1,716",I'm Gonna Explode,"$66,021",-,-,"$66,021",100%
"1,717",In the Hands of the Gods,"$65,921",-,-,"$65,921",100%
"1,718",Für den unbekannten Hund,"$65,481",-,-,"$65,481",100%
"1,719",The Minis,"$65,379",-,-,"$65,379",100%
"1,720",Whisky Romeo Zulu 2007 Re-release,"$65,292",-,-,"$65,292",100%
"1,721",The One,"$65,077",-,-,"$65,077",100%
"1,722",Habana - Arte nuevo de hacer ruinas,"$65,002",-,-,"$65,002",100%
"1,723",Gone for a Dance,"$64,919",-,-,"$64,919",100%
"1,724",Syndromes and a Century,"$64,453","$16,675",25.9%,"$47,778",74.1%
"1,725",The Russian Triangle,"$63,908",-,-,"$63,908",100%
"1,726",September,"$63,883",-,-,"$63,883",100%
"1,727",Sugartown: The Bridegrooms,"$63,350",-,-,"$63,350",100%
"1,728",Cheaters,"$63,077",-,-,"$63,077",100%
"1,729",Mala Noche,"$62,743","$25,386",40.5%,"$37,357",59.5%
"1,730",Our Daily Bread,"$62,378",-,-,"$62,378",100%
"1,731",Red Swastik,"$62,358",-,-,"$62,358",100%
"1,732",El resultado del amor,"$62,299",-,-,"$62,299",100%
"1,733",Vivere,"$61,658","$3,625",5.9%,"$58,033",94.1%
"1,734",Cocalero,"$61,564",-,-,"$61,564",100%
"1,735",Tempesta,"$61,251",-,-,"$61,251",100%
"1,736","The Prize Winner of Defiance, Ohio 2007 Re-release","$61,184",-,-,"$61,184",100%
"1,737",Olga,"$60,820",-,-,"$60,820",100%
"1,738",A Crude Awakening: The Oil Crash,"$60,792",-,-,"$60,792",100%
"1,739",Speed Dating,"$60,271",-,-,"$60,271",100%
"1,740",The Red Cockatoo 2007 Re-release,"$60,161",-,-,"$60,161",100%
"1,741",Kaisay Kahein...,"$60,058",-,-,"$60,058",100%
"1,742",After Midnight 2007 Re-release,"$59,455",-,-,"$59,455",100%
"1,743",All Will Be Well,"$59,185",-,-,"$59,185",100%
"1,744",Maxed Out,"$58,829","$58,829",100%,-,-
"1,745",Grimm Love,"$58,769",-,-,"$58,769",100%
"1,746",Matchmaker,"$58,393",-,-,"$58,393",100%
"1,747",West 32nd,"$57,990",-,-,"$57,990",100%
"1,748",El custodio 2007 Re-release,"$57,904",-,-,"$57,904",100%
"1,749",Vaniglia e cioccolato 2007 Re-release,"$57,525",-,-,"$57,525",100%
"1,750",Crossing a Shadow,"$57,406",-,-,"$57,406",100%
"1,751",Eleven Men Out 2007 Re-release,"$56,733","$1,000",1.8%,"$55,733",98.2%
"1,752",Ma mère 2007 Re-release,"$56,546",-,-,"$56,546",100%
"1,753",Summer's Tail,"$55,935",-,-,"$55,935",100%
"1,754",Northeast,"$55,883",-,-,"$55,883",100%
"1,755",Urban Justice,"$55,861",-,-,"$55,861",100%
"1,756",César and Rosalie,"$55,642",-,-,"$55,642",100%
"1,757",The Amateurs 2007 Re-release,"$54,945","$16,334",29.7%,"$38,611",70.3%
"1,758",Hostage 2007 Re-release,"$54,939",-,-,"$54,939",100%
"1,759",Fabricando Tom Zé,"$54,778",-,-,"$54,778",100%
"1,760",Immensity of Justice,"$54,455",-,-,"$54,455",100%
"1,761",Invisibles,"$54,233",-,-,"$54,233",100%
"1,762",Perfect Opposites 2007 Re-release,"$54,164",-,-,"$54,164",100%
"1,763",Feathers in My Head,"$53,668",-,-,"$53,668",100%
"1,764",Mini's First Time 2007 Re-release,"$53,642",-,-,"$53,642",100%
"1,765",Attack Force,"$53,564",-,-,"$53,564",100%
"1,766",18'ler takimi,"$53,418",-,-,"$53,418",100%
"1,767",A Stray Girlfriend,"$53,403",-,-,"$53,403",100%
"1,768",Anwar,"$53,256",-,-,"$53,256",100%
"1,769",Finishing the Game,"$53,219","$52,868",99.3%,$351,0.7%
"1,770",The Color of Milk 2007 Re-release,"$53,193",-,-,"$53,193",100%
"1,771",Behind the Clouds,"$53,181",-,-,"$53,181",100%
"1,772",The Killing of John Lennon,"$53,117","$6,975",13.1%,"$46,142",86.9%
"1,773",Billy the Kid,"$52,823","$52,823",100%,-,-
"1,774",Pierrot le Fou,"$52,640","$52,640",100%,-,-
"1,775",Miss Anara,"$52,393",-,-,"$52,393",100%
"1,776",Normal con Alas,"$52,171",-,-,"$52,171",100%
"1,777",Suster N,"$51,938",-,-,"$51,938",100%
"1,778",When a Woman Ascends the Stairs,"$51,775",-,-,"$51,775",100%
"1,779",The Willow Tree,"$51,499","$25,752",50%,"$25,747",50%
"1,780",Fata Morgana,"$51,387",-,-,"$51,387",100%
"1,781",Naturshchitsa,"$51,319",-,-,"$51,319",100%
"1,782",Café Lumière 2007 Re-release,"$51,258",-,-,"$51,258",100%
"1,783",Amu,"$51,251","$51,251",100%,-,-
"1,784",Sparkle,"$50,983",-,-,"$50,983",100%
"1,785",Private Moments,"$50,457",-,-,"$50,457",100%
"1,786",Phi tum tim,"$50,403",-,-,"$50,403",100%
"1,787","Distant Voices, Still Lives 2007 Re-release","$50,115",-,-,"$50,115",100%
"1,788",Transformation: The Life and Legacy of Werner Erhard,"$49,919","$49,919",100%,-,-
"1,789",Fakers,"$49,880","$49,880",100%,-,-
"1,790",Wings of Desire 2007 Re-release,"$49,840",-,-,"$49,840",100%
"1,791",The Milky Way,"$49,571",-,-,"$49,571",100%
"1,792",Love Is My Profession,"$49,454",-,-,"$49,454",100%
"1,793",All the Invisible Things,"$49,293",-,-,"$49,293",100%
"1,794",Journey to the End of the Night,"$49,172",-,-,"$49,172",100%
"1,795",WWW: What a Wonderful World,"$49,126",-,-,"$49,126",100%
"1,796",Alice Neel,"$48,969","$48,969",100%,-,-
"1,797",The Situation,"$48,896","$48,896",100%,-,-
"1,798",The Favor,"$48,745",-,-,"$48,745",100%
"1,799",The Cats of Mirikitani,"$48,483","$38,925",80.3%,"$9,558",19.7%
"1,800",Dry Season,"$48,251","$3,303",6.8%,"$44,948",93.2%
"1,801",Congorama,"$47,643",-,-,"$47,643",100%
"1,802",Henry V,"$47,348",-,-,"$47,348",100%
"1,803",For Eternal Hearts,"$47,263",-,-,"$47,263",100%
"1,804",Weißt was geil wär...?!,"$47,249",-,-,"$47,249",100%
"1,805",The Rocky Horror Picture Show 2007 Re-release,"$47,240",-,-,"$47,240",100%
"1,806",Outside Love,"$47,184",-,-,"$47,184",100%
"1,807",Travelling with Pets,"$47,050",-,-,"$47,050",100%
"1,808",Gravehopping,"$46,950",-,-,"$46,950",100%
"1,809","Karmma, el peso de tus actos","$46,842",-,-,"$46,842",100%
"1,810",Grilled,"$46,663",-,-,"$46,663",100%
"1,811",The Hip Hop Project,"$46,208","$46,208",100%,-,-
"1,812",The Sea Inside 2007 Re-release,"$46,172",-,-,"$46,172",100%
"1,813",Jahan Jaaeyega Hamen Paaeyega,"$46,157",-,-,"$46,157",100%
"1,814",Before Flying Back to Earth,"$45,968",-,-,"$45,968",100%
"1,815",Moscow Chill,"$45,964",-,-,"$45,964",100%
"1,816",Elipsis,"$45,684",-,-,"$45,684",100%
"1,817",I for India,"$45,411",-,-,"$45,411",100%
"1,818",Randy and the Mob,"$45,410","$45,410",100%,-,-
