Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,624",Christian,$632,-,-,$632,100%
"2,625",Ett Hederligt Arbete,$625,-,-,$625,100%
"2,626",Nôkô furin: torareta onna,$599,-,-,$599,100%
"2,627",Pinpon 2007 Re-release,$598,-,-,$598,100%
"2,628",Sweet Home,$595,-,-,$595,100%
"2,629",Notes on Marie Menken,$577,$577,100%,-,-
"2,630",Chroniques de 2005,$563,-,-,$563,100%
"2,631",Obscene,$549,-,-,$549,100%
"2,632",We're All Christs 2007 Re-release,$535,-,-,$535,100%
"2,633",Wind Echoing in My Being,$529,-,-,$529,100%
"2,634",Maze Space,$523,-,-,$523,100%
"2,635",Enjo-kôsai monogatari: shitagaru onna-tachi,$513,-,-,$513,100%
"2,636",Kansas City 2007 Re-release,$499,-,-,$499,100%
"2,637",The Last Door,$488,$488,100%,-,-
"2,638",Demented,$481,-,-,$481,100%
"2,639",The Lost Treasure of the Knights Templar 2007 Re-release,$474,-,-,$474,100%
"2,640",Exiles 2007 Re-release,$471,-,-,$471,100%
"2,641",Trillion Window Lake,$466,-,-,$466,100%
"2,642",Satan 2007 Re-release,$457,-,-,$457,100%
"2,643",Sparkling Maze,$429,-,-,$429,100%
"2,644",Sotuyo sueños de un viejo cerro,$420,-,-,$420,100%
"2,645",Running Stumbled,$419,-,-,$419,100%
"2,646",Christmas in August,$407,-,-,$407,100%
"2,647",Perder es cuestión de método 2007 Re-release,$406,-,-,$406,100%
"2,648",El Don,$401,-,-,$401,100%
"2,649",White Water Dog,$392,-,-,$392,100%
"2,650",Kidz in da Hood 2007 Re-release,$388,-,-,$388,100%
"2,651",June 28,$385,-,-,$385,100%
"2,652",Psi-Kix,$385,-,-,$385,100%
"2,653",Prick Up Your Ears 2007 Re-release,$383,-,-,$383,100%
"2,654",Oh Khwu Li All,$375,-,-,$375,100%
"2,655",The Song of Cha-Tian Mountain,$360,-,-,$360,100%
"2,656",Blind Love,$357,-,-,$357,100%
"2,657",La consultation,$352,-,-,$352,100%
"2,658",Warden of the Dead,$348,-,-,$348,100%
"2,659",De poetsprins,$347,-,-,$347,100%
"2,660",The Nice Hot Thing,$342,-,-,$342,100%
"2,661",Sweet Revenge,$340,-,-,$340,100%
"2,662",Nowhere to Turn,$336,-,-,$336,100%
"2,663",Heaven's Doors,$322,-,-,$322,100%
"2,664",Naina,$304,-,-,$304,100%
"2,665",The Girl on the Bridge 2007 Re-release,$302,-,-,$302,100%
"2,666",Stimulating View: Youth Competition Section 2-2,$295,-,-,$295,100%
"2,667",Chinese Streetcar,$290,-,-,$290,100%
"2,668",Hércules 56,$276,-,-,$276,100%
"2,669",Dodari,$221,-,-,$221,100%
"2,670",Rampo Noir,$217,-,-,$217,100%
"2,671",Pink Ribbon,$205,-,-,$205,100%
"2,672",The Lunchbox,$196,-,-,$196,100%
"2,673",Boy Called Twist,$177,-,-,$177,100%
"2,674",The Pavillion Salamandre,$173,-,-,$173,100%
"2,675",Mania 3,$136,-,-,$136,100%
"2,676",Molly's Way,$130,-,-,$130,100%
"2,677",Desire,$123,-,-,$123,100%
"2,678",Faith's Corner,$106,-,-,$106,100%
"2,679",The Soldier's Star,$98,-,-,$98,100%
"2,680",Buscando a Emma,$76,-,-,$76,100%
"2,681",Stolen Holidays,$72,-,-,$72,100%
"2,682",The Element of Crime,$65,-,-,$65,100%
"2,683",Thirty Lies or So,$55,-,-,$55,100%
"2,684",In Search of Lost Time,$37,-,-,$37,100%
"2,685",NoGaD,$34,-,-,$34,100%
"2,686",Crazy for You,$17,-,-,$17,100%
