Rank,Release Group,Worldwide,Domestic,%,Foreign,%
737,Accident,"$1,185,446",-,-,"$1,185,446",100%
738,Videocracy,"$1,179,676","$23,720",2%,"$1,155,956",98%
739,Bambou,"$1,179,662",-,-,"$1,179,662",100%
740,Victor,"$1,174,877",-,-,"$1,174,877",100%
741,Genkai in a Black Company,"$1,172,266",-,-,"$1,172,266",100%
742,Ayakta kal,"$1,169,217",-,-,"$1,169,217",100%
743,Johan Falk: GSI - Gruppen för särskilda insatser,"$1,167,869",-,-,"$1,167,869",100%
744,Tulpan,"$1,166,344","$158,741",13.6%,"$1,007,603",86.4%
745,Ayan,"$1,165,247",-,-,"$1,165,247",100%
746,Grade 3,"$1,163,089",-,-,"$1,163,089",100%
747,The Wizard of Oz 2009 NCM Fathom Event,"$1,158,710","$1,140,000",98.4%,"$18,710",1.6%
748,Jail,"$1,147,903",-,-,"$1,147,903",100%
749,1000 Congratulations,"$1,147,807",-,-,"$1,147,807",100%
750,Sugar,"$1,144,438","$1,082,124",94.6%,"$62,314",5.4%
751,SM-rechter,"$1,142,211",-,-,"$1,142,211",100%
752,Letters to Father Jacob,"$1,140,826",-,-,"$1,140,826",100%
753,Bury Me Behind the Baseboard,"$1,136,883",-,-,"$1,136,883",100%
754,Hierro,"$1,136,459",-,-,"$1,136,459",100%
755,On His Majesty's Secret Service,"$1,135,296",-,-,"$1,135,296",100%
756,"Yoo-Hoo, Mrs. Goldberg","$1,134,623","$1,134,623",100%,-,-
757,Cold Souls,"$1,131,536","$905,209",80%,"$226,327",20%
758,North,"$1,129,883",-,-,"$1,129,883",100%
759,Dil Bole Hadippa!,"$1,128,211","$644,046",57.1%,"$484,165",42.9%
760,Why Did You Come to My House,"$1,127,017",-,-,"$1,127,017",100%
761,La Danse: The Paris Opera Ballet,"$1,124,838","$567,493",50.5%,"$557,345",49.5%
762,Mount St. Elias,"$1,124,591",-,-,"$1,124,591",100%
763,Adini sen koy,"$1,122,054",-,-,"$1,122,054",100%
764,The Stoning of Soraya M.,"$1,120,476","$637,421",56.9%,"$483,055",43.1%
765,And I Love You So,"$1,118,974",-,-,"$1,118,974",100%
766,Giulia Doesn't Date at Night,"$1,118,316",-,-,"$1,118,316",100%
767,Hidden,"$1,111,246",-,-,"$1,111,246",100%
768,Fashion Victim,"$1,103,038",-,-,"$1,103,038",100%
769,The Salvation Poem,"$1,097,750","$914,818",83.3%,"$182,932",16.7%
770,The Firm,"$1,094,777",-,-,"$1,094,777",100%
771,Så olika,"$1,094,676",-,-,"$1,094,676",100%
772,My Rainy Days,"$1,091,192",-,-,"$1,091,192",100%
773,The Escape,"$1,084,553",-,-,"$1,084,553",100%
774,London River,"$1,073,040",-,-,"$1,073,040",100%
775,Beautiful Kate,"$1,065,656",-,-,"$1,065,656",100%
776,The Girlfriend Experience,"$1,060,941","$695,840",65.6%,"$365,101",34.4%
777,Ola tha pane kala,"$1,059,095",-,-,"$1,059,095",100%
778,"Lila, Lila","$1,053,818",-,-,"$1,053,818",100%
779,Umut,"$1,051,548",-,-,"$1,051,548",100%
780,Sundo,"$1,044,238",-,-,"$1,044,238",100%
781,Orps: The Movie,"$1,039,774",-,-,"$1,039,774",100%
782,Rahtree Reborn,"$1,039,707",-,-,"$1,039,707",100%
783,The Time That Remains,"$1,037,505","$32,869",3.2%,"$1,004,636",96.8%
784,S. Darko,"$1,035,846",-,-,"$1,035,846",100%
785,The Founding of a Republic,"$1,035,741",-,-,"$1,035,741",100%
786,Konchem Ishtam Konchem Kashtam,"$1,031,670",-,-,"$1,031,670",100%
787,Guts,"$1,023,161",-,-,"$1,023,161",100%
788,Papadom,"$1,021,414",-,-,"$1,021,414",100%
789,Viola di mare,"$1,018,995",-,-,"$1,018,995",100%
790,Ramadan Mabrouk Abul-Alamein Hamouda,"$1,012,809",-,-,"$1,012,809",100%
791,"Please, Please Me!","$1,002,819",-,-,"$1,002,819",100%
792,General Nil,"$999,465",-,-,"$999,465",100%
793,It's Alive,"$997,048",-,-,"$997,048",100%
794,Saviors in the Night,"$995,473",-,-,"$995,473",100%
795,"Goodbye, Dragon Inn 2009 Re-release","$992,897",-,-,"$992,897",100%
796,Will You Marry Us?,"$985,056",-,-,"$985,056",100%
797,Nothing Personal,"$973,377",-,-,"$973,377",100%
798,35 Shots of Rum,"$971,841","$177,511",18.3%,"$794,330",81.7%
799,It Is Hell with the Princess,"$970,233",-,-,"$970,233",100%
800,Villa Estrella,"$966,552",-,-,"$966,552",100%
801,Tyson,"$964,920","$887,918",92%,"$77,002",8%
802,Raging Phoenix,"$961,563",-,-,"$961,563",100%
803,Fanboys,"$961,203","$688,529",71.6%,"$272,674",28.4%
804,More Than a Game,"$960,387","$950,675",99%,"$9,712",1%
805,The Nightmare Before Christmas 2009 3D Release,"$957,826","$406,085",42.4%,"$551,741",57.6%
806,Anvil,"$951,380","$667,911",70.2%,"$283,469",29.8%
807,Tales of Vesperia: The First Strike,"$945,961",-,-,"$945,961",100%
808,Goodbye Solo,"$942,209","$870,781",92.4%,"$71,428",7.6%
809,Cabeza de buda,"$930,945",-,-,"$930,945",100%
810,Made in Hungaria,"$929,274",-,-,"$929,274",100%
811,Balibo,"$922,612",-,-,"$922,612",100%
812,Hideaway,"$920,225","$34,525",3.8%,"$885,700",96.2%
813,Mediterranean Food,"$916,161",-,-,"$916,161",100%
814,Searching for the Elephant,"$915,943",-,-,"$915,943",100%
815,Night Runner,"$909,401",-,-,"$909,401",100%
816,Jerichow,"$905,600","$60,379",6.7%,"$845,221",93.3%
817,Skirt Day,"$905,445",-,-,"$905,445",100%
818,The Great Buck Howard,"$900,689","$750,587",83.3%,"$150,102",16.7%
819,I Corrupt All Cops,"$897,511",-,-,"$897,511",100%
820,Monster Busters,"$894,515",-,-,"$894,515",100%
821,Mahalai sayongkwan,"$892,591",-,-,"$892,591",100%
822,Kawasaki's Rose,"$888,741",-,-,"$888,741",100%
823,Música en espera,"$884,397",-,-,"$884,397",100%
824,Nee Dtaam Galileo,"$883,144",-,-,"$883,144",100%
825,No One Knows About Persian Cats,"$879,937","$81,768",9.3%,"$798,169",90.7%
826,Vavien,"$879,768",-,-,"$879,768",100%
827,Diamond 13,"$878,153",-,-,"$878,153",100%
828,El libro de piedra,"$874,746",-,-,"$874,746",100%
829,Kureyon Shin-chan: Chô arashi wo yobu kinpoko no yûsha 2009 Re-release,"$866,414",-,-,"$866,414",100%
830,Zloty srodek,"$863,598",-,-,"$863,598",100%
831,Meno male che ci sei,"$861,493",-,-,"$861,493",100%
832,Bitter Victory,"$861,246",-,-,"$861,246",100%
833,Winnie & Karina,"$849,074",-,-,"$849,074",100%
834,Senario the Movie Episode 2: Beach Boys,"$848,341",-,-,"$848,341",100%
835,Plastic Planet,"$846,200","$3,164",0.4%,"$843,036",99.6%
836,Snow Prince,"$845,375",-,-,"$845,375",100%
837,The Haunting,"$843,905",-,-,"$843,905",100%
838,Villu,"$834,229",-,-,"$834,229",100%
839,Paju,"$827,480",-,-,"$827,480",100%
840,Persécution,"$825,672",-,-,"$825,672",100%
841,Backyard,"$822,960",-,-,"$822,960",100%
842,The Other One 2009 Re-release,"$814,910",-,-,"$814,910",100%
843,Dance Subaru,"$814,648",-,-,"$814,648",100%
844,Fifty Dead Men Walking,"$812,872",-,-,"$812,872",100%
845,Lilla spöket Laban - Bullar och Bång,"$806,525",-,-,"$806,525",100%
846,My Year Without Sex,"$805,283","$3,119",0.4%,"$802,164",99.6%
847,Fort Apache Napoli,"$785,422",-,-,"$785,422",100%
848,The Countess,"$784,522",-,-,"$784,522",100%
849,Blue,"$784,429",-,-,"$784,429",100%
850,Dokkan Shehata,"$783,907",-,-,"$783,907",100%
851,The Wonder of It All,"$781,016","$781,016",100%,-,-
852,Aci Ask,"$778,966",-,-,"$778,966",100%
853,Phantom Pain,"$778,819",-,-,"$778,819",100%
854,Vågn,"$776,535",-,-,"$776,535",100%
855,Love in Another Language,"$775,930",-,-,"$775,930",100%
856,The Way,"$773,713",-,-,"$773,713",100%
857,Before Valentine,"$770,016",-,-,"$770,016",100%
858,Little Ashes,"$767,567","$481,586",62.7%,"$285,981",37.3%
859,Lemming's First Case,"$764,212",-,-,"$764,212",100%
860,Little New York,"$763,728",-,-,"$763,728",100%
861,The Over the Hill Band,"$758,226",-,-,"$758,226",100%
862,Goodbye Gary Cooper,"$751,737",-,-,"$751,737",100%
863,The Message,"$743,981",-,-,"$743,981",100%
864,The Cross,"$741,557","$741,557",100%,-,-
865,Happily N'ever After 2: Snow White: Another Bite at the Apple,"$739,943",-,-,"$739,943",100%
866,A Matter of Principles,"$739,057",-,-,"$739,057",100%
867,Dead Man Running,"$735,875",-,-,"$735,875",100%
868,The Storm in My Heart,"$728,485",-,-,"$728,485",100%
869,Motherhood,"$726,354","$93,388",12.9%,"$632,966",87.1%
870,Na more!,"$723,915",-,-,"$723,915",100%
871,Abimm,"$710,219",-,-,"$710,219",100%
872,In Darkness,"$708,526",-,-,"$708,526",100%
873,Prince of the Seas,"$708,429",-,-,"$708,429",100%
874,Ten Winters,"$703,936",-,-,"$703,936",100%
875,Tung moon,"$703,527",-,-,"$703,527",100%
876,Lemo,"$700,422",-,-,"$700,422",100%
877,Newsmakers,"$690,700",-,-,"$690,700",100%
878,Breathless,"$686,703",-,-,"$686,703",100%
879,Detour,"$681,304",-,-,"$681,304",100%
880,Jasper: Penguin Explorer,"$677,179",-,-,"$677,179",100%
881,The Invisible Cell,"$673,190",-,-,"$673,190",100%
882,Under the Mountain,"$662,879",-,-,"$662,879",100%
883,Girlfriends,"$659,597",-,-,"$659,597",100%
884,Play the Game,"$659,483","$659,483",100%,-,-
885,The Butterfly Effect 3: Revelations,"$657,135",-,-,"$657,135",100%
886,Vegas,"$657,033",-,-,"$657,033",100%
887,Sinterklaasjournaal: De Meezing Moevie,"$650,731",-,-,"$650,731",100%
888,The Oscar Nominated Short Films 2009: Live Action,"$644,635","$644,635",100%,-,-
889,Unrest 2009 Re-release,"$641,173",-,-,"$641,173",100%
890,Syurga Cinta,"$640,003",-,-,"$640,003",100%
891,Dinosaurs Alive,"$638,461",-,-,"$638,461",100%
892,Kitchen,"$638,181",-,-,"$638,181",100%
893,Arthur and the Invisibles 2009 Re-release,"$638,084",-,-,"$638,084",100%
894,Our Masha and the Magic Nut,"$636,573",-,-,"$636,573",100%
895,Camille,"$631,318",-,-,"$631,318",100%
896,Love Connected,"$628,886",-,-,"$628,886",100%
897,"Love, Pain and Vice Versa","$627,854",-,-,"$627,854",100%
898,Trete zhelanie 2009 Re-release,"$625,913",-,-,"$625,913",100%
899,Sophie's Revenge,"$623,442",-,-,"$623,442",100%
900,London Dreams,"$618,067","$300,293",48.6%,"$317,774",51.4%
901,Sanpei the Fisher Boy,"$617,963",-,-,"$617,963",100%
902,White Wedding,"$617,455",-,-,"$617,455",100%
903,Deli Deli Olma,"$614,899",-,-,"$614,899",100%
904,Plato's Academy,"$612,649",-,-,"$612,649",100%
905,Kung Fu Chefs,"$610,894",-,-,"$610,894",100%
906,Mr. Bjarnfreðarson,"$610,598",-,-,"$610,598",100%
907,To Love,"$607,678",-,-,"$607,678",100%
908,Seven Minutes,"$606,643",-,-,"$606,643",100%
909,Normal the Düsseldorf Ripper,"$603,917",-,-,"$603,917",100%
910,Chef's Special 2009 Re-release,"$602,732",-,-,"$602,732",100%
911,Rally On!,"$601,426",-,-,"$601,426",100%
912,Happy End,"$599,750",-,-,"$599,750",100%
913,Operation Dunaj,"$597,669",-,-,"$597,669",100%
914,Heat Wave,"$595,857",-,-,"$595,857",100%
915,The Story of Me,"$592,924",-,-,"$592,924",100%
916,Poligamy,"$591,455",-,-,"$591,455",100%
917,Seagulls,"$590,764",-,-,"$590,764",100%
918,Hush Little Baby,"$586,603",-,-,"$586,603",100%
919,Remembering the Children,"$582,907",-,-,"$582,907",100%
920,The New Daughter,"$579,626",-,-,"$579,626",100%
921,Teree Sang: A Kidult Love Story,"$579,199",-,-,"$579,199",100%
922,Claustrophobia,"$572,991",-,-,"$572,991",100%
923,Wind,"$572,811",-,-,"$572,811",100%
924,The Dust of Time,"$569,878",-,-,"$569,878",100%
925,The Unbelievable,"$568,664",-,-,"$568,664",100%
926,Borderland,"$568,486",-,-,"$568,486",100%
927,Sassy Player,"$568,108",-,-,"$568,108",100%
928,Insignificant Things,"$567,982",-,-,"$567,982",100%
929,Book of Blood,"$567,723",-,-,"$567,723",100%
930,Bobbos,"$565,527",-,-,"$565,527",100%
931,Enemigos íntimos,"$564,867",-,-,"$564,867",100%
932,Primary Love,"$561,983",-,-,"$561,983",100%
933,Skrip 7707,"$559,628",-,-,"$559,628",100%
934,Triage,"$559,601",-,-,"$559,601",100%
935,American Violet,"$554,434","$554,434",100%,-,-
936,Oh! My God 2,"$550,997",-,-,"$550,997",100%
937,From Mexico with Love,"$549,495","$548,787",99.9%,$708,0.1%
938,Tactical Unit - Comrades in Arms,"$548,992",-,-,"$548,992",100%
939,Sizi seviyorum,"$546,334",-,-,"$546,334",100%
940,Sathu,"$545,597",-,-,"$545,597",100%
941,Soul at Peace,"$545,144",-,-,"$545,144",100%
942,Second Life,"$544,382",-,-,"$544,382",100%
943,Postman to Heaven,"$543,710",-,-,"$543,710",100%
944,Lymelife,"$540,403","$421,307",78%,"$119,096",22%
945,Jin Notti,"$539,667",-,-,"$539,667",100%
946,Jaffa,"$536,392",-,-,"$536,392",100%
947,Giant,"$527,198",-,-,"$527,198",100%
948,Sonsuz,"$526,273",-,-,"$526,273",100%
949,Pandora's Box,"$526,171",-,-,"$526,171",100%
950,In Search of Memory 2009 Re-release,"$525,967",-,-,"$525,967",100%
951,The Combination,"$525,938",-,-,"$525,938",100%
952,Patient X,"$525,732",-,-,"$525,732",100%
953,A Matador's Mistress,"$523,793",-,-,"$523,793",100%
954,School for Scoundrels 2009 Re-release,"$522,898",-,-,"$522,898",100%
955,Boogie,"$522,742",-,-,"$522,742",100%
956,Röllin sydän 2009 Re-release,"$521,841",-,-,"$521,841",100%
957,Adab-i Muaseret,"$518,764",-,-,"$518,764",100%
958,Rahtree Revenge,"$518,044",-,-,"$518,044",100%
959,The Polar Express 2009 IMAX Release,"$514,354","$514,354",100%,-,-
960,Victory,"$513,779",-,-,"$513,779",100%
961,Little Hercules in 3-D,"$513,722",-,-,"$513,722",100%
962,White Mane 2009 Re-release,"$513,661",-,-,"$513,661",100%
963,Love the Beast,"$511,064",-,-,"$511,064",100%
964,Calling,"$510,807",-,-,"$510,807",100%
965,No Time for Love,"$510,605",-,-,"$510,605",100%
966,Written By,"$508,012",-,-,"$508,012",100%
967,A Town Called Panic,"$505,699","$165,509",32.7%,"$340,190",67.3%
968,Applause,"$505,623",-,-,"$505,623",100%
969,Eden of the East the Movie I: The King of Eden,"$505,349",-,-,"$505,349",100%
970,Dolphins and Whales 3D: Tribes of the Ocean 2009 Re-release,"$504,236",-,-,"$504,236",100%
971,3 Seasons in Hell,"$502,475",-,-,"$502,475",100%
972,"Veni, vidi, vici","$501,484",-,-,"$501,484",100%
973,The One-Handed Trick,"$499,110",-,-,"$499,110",100%
974,The Hangover 2009 Re-release,"$498,043",-,-,"$498,043",100%
975,The Tournament,"$493,459",-,-,"$493,459",100%
976,Ngai chai dor ching,"$490,845",-,-,"$490,845",100%
977,SuperBrother,"$478,866",-,-,"$478,866",100%
978,Cosmonaut,"$476,246",-,-,"$476,246",100%
979,The Magic Tree,"$475,748",-,-,"$475,748",100%
980,Humpday,"$473,980","$407,377",85.9%,"$66,603",14.1%
981,The Hanged Man,"$473,546",-,-,"$473,546",100%
982,Zoomers,"$473,138",-,-,"$473,138",100%
983,Adrift,"$472,935",-,-,"$472,935",100%
984,Personal Effects,"$471,645",-,-,"$471,645",100%
985,Death Happen,"$470,103",-,-,"$470,103",100%
986,Protector,"$468,952",-,-,"$468,952",100%
987,Humans,"$467,767",-,-,"$467,767",100%
988,Last Cowboy Standing,"$465,310",-,-,"$465,310",100%
989,Alter und Schönheit,"$465,168",-,-,"$465,168",100%
990,Catch the Billionaire,"$464,723",-,-,"$464,723",100%
991,"Oh, My Girl!: A Laugh Story...","$463,608",-,-,"$463,608",100%
992,The Sicilian Girl,"$463,172",-,-,"$463,172",100%
993,Paintball,"$461,764",-,-,"$461,764",100%
994,Life Partner,"$457,340","$110,240",24.1%,"$347,100",75.9%
995,Janosik,"$454,842",-,-,"$454,842",100%
996,The Little Traitor,"$454,481","$402,088",88.5%,"$52,393",11.5%
997,Jump! 2009 Re-release,"$453,976",-,-,"$453,976",100%
998,Felicitas,"$450,061",-,-,"$450,061",100%
999,A Distant Place,"$440,885",-,-,"$440,885",100%
"1,000",Guiness,"$438,000",-,-,"$438,000",100%
"1,001",You Fly,"$437,868",-,-,"$437,868",100%
"1,002",Metallic Attraction: Kungfu Cyborg,"$437,304",-,-,"$437,304",100%
"1,003",Dawson Isla 10,"$433,603",-,-,"$433,603",100%
"1,004",Ma mère 2009 Re-release,"$431,358",-,-,"$431,358",100%
"1,005",Kirpi,"$429,909",-,-,"$429,909",100%
"1,006",Time of Peace,"$428,328",-,-,"$428,328",100%
"1,007","A Woman, a Gun and a Noodle Shop","$428,249","$190,946",44.6%,"$237,303",55.4%
"1,008",Separation City,"$427,108",-,-,"$427,108",100%
"1,009",Luck,"$426,221","$149,333",35%,"$276,888",65%
"1,010",The Ordinary People,"$425,776",-,-,"$425,776",100%
"1,011",Theo Maassen: Zonder pardon,"$425,093",-,-,"$425,093",100%
"1,012",Dorfpunks,"$424,773",-,-,"$424,773",100%
"1,013",My Neighbor Totoro 2009 Re-release,"$416,996",-,-,"$416,996",100%
"1,014",Rafiki,"$415,006",-,-,"$415,006",100%
"1,015",Little Knights Tale,"$414,509",-,-,"$414,509",100%
"1,016",Dreamaholic,"$413,337",-,-,"$413,337",100%
"1,017",Surf Adventures 2 - A Busca Continua,"$413,240",-,-,"$413,240",100%
"1,018",Naan Kadavul,"$413,051",-,-,"$413,051",100%
"1,019",They Wait,"$412,761",-,-,"$412,761",100%
"1,020",Dogtooth,"$412,728","$110,248",26.7%,"$302,480",73.3%
"1,021",Roommates/Roommate 2009 Re-release,"$410,537",-,-,"$410,537",100%
"1,022",Anita,"$409,068",-,-,"$409,068",100%
"1,023",Little Zizou,"$405,648",-,-,"$405,648",100%
"1,024",Wanted,"$404,099","$349,637",86.5%,"$54,462",13.5%
"1,025",Usta,"$403,642",-,-,"$403,642",100%
"1,026",24 City,"$402,917","$30,800",7.6%,"$372,117",92.4%
"1,027",RTT 2009 Re-release,"$402,194",-,-,"$402,194",100%
"1,028",Budapest,"$401,242",-,-,"$401,242",100%
"1,029",From Beginning to End,"$400,422",-,-,"$400,422",100%
"1,030",Tarata,"$400,325",-,-,"$400,325",100%
"1,031",On the Way to School,"$399,914",-,-,"$399,914",100%
"1,032",Kill Theory,"$397,941",-,-,"$397,941",100%
"1,033",Anueng Kidthung Penyangying,"$397,663",-,-,"$397,663",100%
"1,034",Transylmania,"$397,641","$397,641",100%,-,-
"1,035",The Marc Pease Experience,"$390,584","$4,033",1%,"$386,551",99%
"1,036",Shortkut - The Con Is On,"$389,832","$100,304",25.7%,"$289,528",74.3%
"1,037",Pai in Love,"$387,408",-,-,"$387,408",100%
"1,038",Commis d'office,"$386,893",-,-,"$386,893",100%
"1,039",Adoration,"$384,659","$294,244",76.5%,"$90,415",23.5%
"1,040",In Country Melody 2,"$383,830",-,-,"$383,830",100%
"1,041",Three Days with the Family,"$382,763",-,-,"$382,763",100%
"1,042",The Informers,"$382,174","$300,000",78.5%,"$82,174",21.5%
"1,043",Contact High,"$382,027",-,-,"$382,027",100%
"1,044",Meat Grinder,"$378,963",-,-,"$378,963",100%
"1,045",Tarot,"$375,221",-,-,"$375,221",100%
"1,046",Setem,"$373,270",-,-,"$373,270",100%
"1,047",Full of It 2009 Re-release,"$372,791",-,-,"$372,791",100%
"1,048",Honokaa Boy,"$372,471",-,-,"$372,471",100%
"1,049",To Live and Die in Mongkok,"$371,333",-,-,"$371,333",100%
"1,050",Unmistaken Child,"$369,742","$306,140",82.8%,"$63,602",17.2%
"1,051",Five Minutes of Heaven,"$364,355","$15,676",4.3%,"$348,679",95.7%
"1,052",The Blue Elephant,"$363,719",-,-,"$363,719",100%
"1,053",4th Period Mystery,"$360,944",-,-,"$360,944",100%
"1,054",Motor Y Motivo,"$358,392",-,-,"$358,392",100%
"1,055",The Last Days of Emma Blank,"$355,354",-,-,"$355,354",100%
"1,056",Berlin '36 2009 Re-release,"$354,980",-,-,"$354,980",100%
"1,057",Tutta colpa di Giuda,"$353,690",-,-,"$353,690",100%
"1,058",Skin,"$351,283",-,-,"$351,283",100%
"1,059",The Indian,"$351,164",-,-,"$351,164",100%
"1,060",Serious Moonlight,"$348,327","$25,339",7.3%,"$322,988",92.7%
"1,061",Straight,"$348,289",-,-,"$348,289",100%
"1,062",The Merry Gentleman,"$347,977","$347,977",100%,-,-
"1,063",The Age of Stupid,"$346,176",-,-,"$346,176",100%
"1,064",Tera Mera Ki Rishta,"$345,063","$271,942",78.8%,"$73,121",21.2%
"1,065",Get That Girl,"$343,489",-,-,"$343,489",100%
"1,066",Demain,"$338,991",-,-,"$338,991",100%
"1,067","The Relation of Face, Mind and Love","$336,919",-,-,"$336,919",100%
"1,068",Feisbum,"$335,452",-,-,"$335,452",100%
"1,069",My Spy,"$334,575",-,-,"$334,575",100%
"1,070",Simonal: Ninguém Sabe o Duro que Dei,"$332,619",-,-,"$332,619",100%
"1,071",After,"$330,713",-,-,"$330,713",100%
"1,072",The Sniper,"$329,945",-,-,"$329,945",100%
"1,073",Garbo: El espía,"$327,487",-,-,"$327,487",100%
"1,074",Murphy's Law,"$327,306",-,-,"$327,306",100%
"1,075",Escaping Tel Aviv,"$327,101",-,-,"$327,101",100%
"1,076",Tales from the Golden Age,"$325,575",-,-,"$325,575",100%
"1,077",St. George Shoots the Dragon,"$325,265",-,-,"$325,265",100%
"1,078","Kiss Me, Kill Me","$325,185",-,-,"$325,185",100%
"1,079",Jóhannes,"$325,032",-,-,"$325,032",100%
"1,080",Tenderness,"$322,189",-,-,"$322,189",100%
"1,081","Scheherazade, Tell Me a Story","$322,024",-,-,"$322,024",100%
"1,082",Trail of the Panda 2009 Re-release,"$321,892",-,-,"$321,892",100%
"1,083",Veronica,"$321,006",-,-,"$321,006",100%
"1,084",Fireball,"$319,520",-,-,"$319,520",100%
"1,085",Faa sai jai cheun baan,"$319,129",-,-,"$319,129",100%
"1,086",Pool,"$317,174",-,-,"$317,174",100%
"1,087",Super,"$315,828",-,-,"$315,828",100%
"1,088",What's Your Raashee?,"$314,881","$257,868",81.9%,"$57,013",18.1%
"1,089",Charbel: The Movie,"$314,871",-,-,"$314,871",100%
"1,090",Happiness of Kati,"$312,429",-,-,"$312,429",100%
"1,091",Love on Line (LOL),"$311,692",-,-,"$311,692",100%
"1,092",Munde U.K. De,"$309,548",-,-,"$309,548",100%
"1,093",Komaneko 2009 Re-release,"$309,282",-,-,"$309,282",100%
"1,094",Orange Girl,"$308,110",-,-,"$308,110",100%
"1,095",Gnomes & Trolls: The Secret Chamber,"$307,085",-,-,"$307,085",100%
"1,096",Shrink,"$303,431","$189,621",62.5%,"$113,810",37.5%
"1,097",Team of Miracle: We Will Rock You,"$301,458",-,-,"$301,458",100%
"1,098",Bratislavafilm,"$300,854",-,-,"$300,854",100%
"1,099",Love and Rage,"$300,578",-,-,"$300,578",100%
"1,100",La sombra de nadie 2009 Re-release,"$300,567",-,-,"$300,567",100%
"1,101",Chal Chala Chal,"$299,462",-,-,"$299,462",100%
"1,102",Black Dynamite,"$296,557","$242,578",81.8%,"$53,979",18.2%
"1,103",First Squad: The Moment of Truth,"$292,377",-,-,"$292,377",100%
"1,104",Black Listed,"$291,074",-,-,"$291,074",100%
"1,105",Zoufalci,"$289,945",-,-,"$289,945",100%
"1,106",Simon Konianski,"$288,747",-,-,"$288,747",100%
"1,107",Hush,"$288,667",-,-,"$288,667",100%
"1,108",Outrage,"$287,198","$287,198",100%,-,-
"1,109",25 Carat,"$284,147",-,-,"$284,147",100%
"1,110",Alice's Birthday,"$283,858",-,-,"$283,858",100%
"1,111","100% lucha, el amo de los clones","$282,946",-,-,"$282,946",100%
"1,112",Valhalla Rising,"$282,737","$30,638",10.8%,"$252,099",89.2%
"1,113",The Anarchist's Wife,"$282,191",-,-,"$282,191",100%
"1,114",Artefakt,"$281,917",-,-,"$281,917",100%
"1,115",That Evening Sun,"$281,350","$281,350",100%,-,-
"1,116",A Good Man,"$279,797",-,-,"$279,797",100%
"1,117",Huan hun,"$279,614",-,-,"$279,614",100%
"1,118",Starring Maja,"$279,598",-,-,"$279,598",100%
"1,119",Men in Hope,"$279,071",-,-,"$279,071",100%
"1,120","For a Moment, Freedom","$279,048",-,-,"$279,048",100%
"1,121",Sisters,"$276,925",-,-,"$276,925",100%
"1,122",Eyes Wide Open,"$276,576","$26,258",9.5%,"$250,318",90.5%
"1,123",Yamagata Scream,"$274,849",-,-,"$274,849",100%
"1,124",Firaaq,"$274,637",-,-,"$274,637",100%
"1,125",V.O.S.,"$272,271",-,-,"$272,271",100%
"1,126",Around a Small Mountain,"$270,930","$33,216",12.3%,"$237,714",87.7%
"1,127",The Architect,"$270,397",-,-,"$270,397",100%
"1,128",Call of the Wild,"$270,210","$28,682",10.6%,"$241,528",89.4%
"1,129",Ciqing shidai,"$268,151",-,-,"$268,151",100%
"1,130",Bare Essence of Life Ultra-Miracle Love Story,"$266,880",-,-,"$266,880",100%
"1,131",Duress,"$266,704",-,-,"$266,704",100%
"1,132",Tatarak,"$265,670",-,-,"$265,670",100%
"1,133",Little Girl,"$264,498","$1,350",0.5%,"$263,148",99.5%
"1,134",Force of Five,"$262,907",-,-,"$262,907",100%
"1,135",Irreversi,"$262,838",-,-,"$262,838",100%
"1,136",Beloved Berlin Wall,"$260,207",-,-,"$260,207",100%
"1,137",Smile,"$260,150",-,-,"$260,150",100%
"1,138",El Canto del Loco - Personas: La película,"$258,993",-,-,"$258,993",100%
"1,139",Blackout 2009 Re-release,"$257,711",-,-,"$257,711",100%
"1,140",The Apple & The Worm,"$256,622",-,-,"$256,622",100%
"1,141",E. Yazawa Rock,"$256,250",-,-,"$256,250",100%
"1,142",Raise Your Head,"$254,740",-,-,"$254,740",100%
"1,143",El Contrato,"$254,661",-,-,"$254,661",100%
"1,144",Soul Power,"$254,582","$207,121",81.4%,"$47,461",18.6%
"1,145",Summertime Blues,"$252,810",-,-,"$252,810",100%
"1,146",Status: Single,"$252,525",-,-,"$252,525",100%
"1,147","I, Don Giovanni","$252,273",-,-,"$252,273",100%
"1,148",He Is My Girl 2009 Re-release,"$251,994",-,-,"$251,994",100%
"1,149","Libertador Morales, el justiciero","$249,882",-,-,"$249,882",100%
"1,150",Rasukan Ablasa,"$249,370",-,-,"$249,370",100%
"1,151",Love Journal,"$248,490",-,-,"$248,490",100%
"1,152",My Dream Boat,"$246,419",-,-,"$246,419",100%
"1,153",Hear Me,"$246,250",-,-,"$246,250",100%
"1,154",Larger Than Life in 3D,"$246,042","$246,042",100%,-,-
"1,155",Shifty,"$245,426",-,-,"$245,426",100%
"1,156",The Criminal,"$245,369",-,-,"$245,369",100%
"1,157",Kakraki,"$244,706",-,-,"$244,706",100%
"1,158",Ai Chu Mao,"$244,538",-,-,"$244,538",100%
"1,159",Last Ride,"$244,165",-,-,"$244,165",100%
"1,160",Jménem krále,"$243,405",-,-,"$243,405",100%
"1,161",Bad Day to Go Fishing,"$243,034",-,-,"$243,034",100%
"1,162",Yatzy,"$242,214",-,-,"$242,214",100%
"1,163",The Yes Men Fix the World,"$241,868","$194,533",80.4%,"$47,335",19.6%
"1,164",Blessed,"$237,752",-,-,"$237,752",100%
